Title,Desc,Type,BodyPart,Equipment,Level,Rating,title_id
Hammer Grip Incline DB Bench Press,,strength,chest,dumbbell,beginner,8.5,Hammer Grip miring DB bangku dorongan
Straight-arm dumbbell pull-over,"The straight-arm dumbbell pull-over is an exercise that targets the muscles of the pecs, lats, and serratus anterior muscles. Performing this movement with straight arms makes it more difficult, increases the stretch on the serratus muscles and lats, and forces the core to work harder. Old-school bodybuilders would perform pull-overs with light weights for sets of 20 between sets of heavy 20-rep squats, but they are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",strength,chest,dumbbell,intermediate,8.4,Straight-lengan dumbbell tarikan-over
Incline Dumbbell Bench With Palms Facing In,,strength,chest,dumbbell,beginner,8.4,miring dumbbell bangku With Palms Facing In
Incline Dumbbell Flyes - With A Twist,,strength,chest,dumbbell,beginner,8.3,miring dumbbell fly - With A putaran
Bent-arm dumbbell pull-over,"The bent-arm dumbbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",strength,chest,dumbbell,intermediate,8.2,Bent-lengan dumbbell tarikan-over
Close-grip dumbbell bench press,"The close-grip dumbbell bench press is a popular variation of the dumbbell bench press in which the dumbbells are held closer than shoulder width. This places more emphasis on the triceps, and perhaps also the inner chest. The close-grip dumbbell bench press can be performed in lower reps for strength or higher reps for muscle growth.",strength,chest,dumbbell,intermediate,8.1,pegangan sempit dumbbell bangku dorongan
Single-dumbbell push-up,"The single-dumbbell push-up is a more difficult push-up variation where you balance your hands on the ends of a dumbbell. This simple change makes many muscle groups work harder, helping encourage muscle and strength gains across the upper body.",strength,chest,dumbbell,intermediate,7.3,Single-dumbbell dorongan-up
One-Arm Flat Bench Dumbbell Flye,,strength,chest,dumbbell,beginner,6.5,One-lengan Flat bangku dumbbell Flye
Dumbbell Fix Dumbbell Floor Chest Fly,,strength,chest,dumbbell,intermediate,7.9,dumbbell Fix dumbbell Floor dada fly
Dumbbell Fix Traveling Push-Up,,strength,chest,dumbbell,intermediate,7.9,dumbbell Fix Traveling dorongan-up
Incline dumbbell chest fly,"The incline dumbbell chest fly is an upper-body exercise targeting the chest. Performing it at an incline helps to target the upper chest in particular, while limiting involvement of the shoulders. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,chest,dumbbell,intermediate,7.9,miring dumbbell dada fly
Paul Carter Dumbbell Shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",strength,chest,dumbbell,intermediate,7.9,Paul Carter dumbbell Shrug
Dumbbell push-up row,"The dumbbell push-up row combines pressing, rowing, and core stabilization into a single sequence. It's popular in time-efficient strength and muscle-building workouts.",strength,chest,dumbbell,intermediate,7.9,dumbbell dorongan-up tarikan
TBS Dumbbell Incline Press,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,strength,chest,dumbbell,intermediate,7.9,TBS dumbbell miring dorongan
Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",strength,chest,dumbbell,intermediate,7.9,miring dumbbell fly - Gethin Variation
Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",strength,chest,dumbbell,intermediate,7.9,dumbbell bangku dorongan-
Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",strength,chest,dumbbell,intermediate,7.9,menurun dumbbell fly and dorongan
Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",strength,chest,dumbbell,intermediate,7.9,miring dumbbell fly and dorongan
Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",strength,chest,dumbbell,intermediate,7.9,satu lengan menurun dumbbell bangku dorongan
Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",strength,chest,dumbbell,intermediate,7.9,satu lengan miring dumbbell bangku dorongan
Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,strength,chest,dumbbell,intermediate,7.9,miring dumbbell dorongan - Gethin Variation
Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",strength,chest,dumbbell,intermediate,7.9,dumbbell dada dorongan - Gethin Variation
Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",strength,chest,dumbbell,intermediate,7.9,dumbbell Floor dorongan - Gethin Variation
Decline Dumbbell Press - Gethin Variation,The decline dumbbell bench press is an upper body isolation exercise targeting the lower chest. Utilizing dumbbells instead of a barbell increases the difficulty of stabilizing the weight.,strength,chest,dumbbell,intermediate,7.9,menurun dumbbell dorongan - Gethin Variation
Dumbbell chest fly,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",strength,chest,dumbbell,intermediate,7.9,dumbbell dada fly
Machine rear delt fly,"The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing the opposite direction. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",strength,chest,dumbbell,intermediate,7.9,mesin rear delt fly
AM Dumbbell Bench Press,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",strength,chest,dumbbell,intermediate,7.9,AM dumbbell bangku dorongan
UP Incline Dumbbell Press,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,strength,chest,dumbbell,intermediate,7.9,UP miring dumbbell dorongan
UP Incline Dumbbell Fly,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",strength,chest,dumbbell,intermediate,7.9,UP miring dumbbell fly
Holman Push-Up to Belly Touch,,strength,chest,dumbbell,intermediate,7.9,Holman dorongan-up to Belly Touch
Single-arm dumbbell floor press,"The single-arm dumbbell floor press is a multijoint pressing exercise performed lying on the floor, either with the knees bent or straight. It has less range of motion than a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. By performing it with one arm, you can strengthen weakness on certain sides or simply use it as a way to challenge the core more during this exercise.",strength,chest,dumbbell,intermediate,7.9,satu lengan dumbbell floor dorongan
Total Fitness Weighted Push-Up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",strength,chest,dumbbell,intermediate,7.9,Total Fitness berbeban dorongan-up
King Maker Standing Dumbbell Shoulder Press,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,strength,chest,dumbbell,intermediate,7.9,King Maker berdiri dorongan bahu dumbbell
30 Chest Incline Dumbbell Fly,,strength,chest,dumbbell,intermediate,7.9,30 dada miring dumbbell fly
30 Chest Incline Dumbbell Bench Press,,strength,chest,dumbbell,intermediate,7.9,30 dada miring dumbbell bangku dorongan
30 Chest Dumbbells-Together Press,,strength,chest,dumbbell,intermediate,7.9,30 dada Dumbbells-Together dorongan
30 Chest Dumbbells-Together Incline Bench Press,,strength,chest,dumbbell,intermediate,7.9,30 dada Dumbbells-Together dorongan dada bangku miring
30 Chest Dumbbell Fly,,strength,chest,dumbbell,intermediate,7.9,30 dada dumbbell fly
30 Chest Dumbbell Bench Press,,strength,chest,dumbbell,intermediate,7.9,30 dada dumbbell bangku dorongan
30 Chest 30-Degree Incline Dumbbell Fly,,strength,chest,dumbbell,intermediate,7.9,30 dada 30-Degree miring dumbbell fly
FYR2 Single-Dumbbell Push-Up,,strength,chest,dumbbell,intermediate,7.9,FYR2 Single-dumbbell dorongan-up
Bodyweight Flyes,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",strength,chest,e-z curl bar,beginner,9.0,berat badan fly
Close-grip EZ-bar bench press,"The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.",strength,chest,e-z curl bar,intermediate,8.8,pegangan sempit EZ-bar bangku dorongan
Chest dip,"The chest dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the chest, triceps, and shoulders. Dips with a chest focus are usually performed with the torso leaning forward and the elbows angled out from the torso. Dips can be performed for low reps for strength or higher reps for muscle growth.",strength,chest,other,intermediate,9.0,dada dip
Drop Push,,plyometrics,chest,other,beginner,8.8,Drop dorongan
Forward Drag with Press,,strongman,chest,other,beginner,6.0,Forward Drag with dorongan
Chain Press,,powerlifting,chest,other,beginner,5.6,Chain dorongan
Behind Head Chest Stretch,,stretching,chest,other,beginner,4.9,Behind Head dada Stretch
Pass-through stretch with band,The pass-through stretch with band is a popular move to build and maintain mobility in the shoulder joint and to strengthen the muscles of the upper back and rotator cuff. It is common in CrossFit and Olympic lifting training and is usually performed as part of a warm-up or paired with movements in a workout. It can also be performed with a PVC pipe or dowel if a band isn't available.,stretching,chest,other,beginner,3.0,Pass-through stretch with band
Weighted Push-Up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",strength,chest,other,intermediate,0.0,berbeban dorongan-up
Heavy Bag Thrust,,plyometrics,chest,other,beginner,0.0,Heavy Bag Thrust
Decline Explosive Push-Up,,plyometrics,chest,other,beginner,0.0,menurun eksplosif dorongan-up
Suspended Chest Fly,,strength,chest,other,beginner,0.0,Suspended dada fly
Svend press,The Svend press is an exercise where the chest is targeted by performing presses while squeezing two weight plates together. It is usually performed for relatively high reps with light weights as an accessory movement to the bench press or as a burnout movement on chest day.,strength,chest,other,beginner,0.0,Svend dorongan
Bar Push-Up Smith Machine,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",plyometrics,chest,other,beginner,0.0,Bar dorongan-up Smith mesin
Plate-weighted push-up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",strength,chest,other,intermediate,7.9,pelat-berbeban dorongan-up
Double-bar roll-out chest fly,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",strength,chest,other,intermediate,7.9,Double-bar roll-out dada fly
Holman Plate Dynamo Push-Up,,strength,chest,other,intermediate,7.9,Holman pelat Dynamo dorongan-up
Holman Towel Drag Two Steps to Push-Up,,strength,chest,other,intermediate,7.9,Holman Towel Drag Two Steps to dorongan-up
Taylor Val Slide Push-Up/Fly Combo,,strength,chest,other,intermediate,7.9,Taylor Val Slide dorongan-up/fly Combo
Exercise ball chest stretch,"The exercise ball chest stretch is a simple stretch for the pectoral muscles that can be made more dynamic with help from a medicine ball. It can work in a dynamic warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy. If the stretch causes pain in the front of your shoulder, dial back the intensity or choose another chest stretch.",stretching,chest,exercise ball,beginner,3.6,Exercise ball dada stretch
Bosu Ball Push-Up,,strength,chest,exercise ball,beginner,0.0,Bosu Ball dorongan-up
Feet-elevated push-up on ball,"The feet-elevated push-up on ball is a variation on the push-up, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than push-ups on the floor, but also puts more emphasis on the shoulder muscles. It can be a challenging non-gym substitute for incline presses, or as a burnout movement for a chest or shoulder workout.",strength,chest,exercise ball,intermediate,7.9,Feet-elevated dorongan-up on ball
Standing alternating band speed row,"The standing alternating band speed row is an explosive back exercise using exercise bands. It targets the muscles of the middle and upper back, including the lats (latissimus dorsi), rhomboids, and trapezius, as well as the biceps. It can be performed for time or reps either as part of a power or speed-focused portion of a workout or as a burnout at the end of a workout.",strength,forearms,bands,intermediate,7.9,berdiri bergantian band speed tarikan
Band roundhouse elbow,"The band roundhouse elbow is an explosive rotational power exercise using exercise bands. It targets the muscles of the obliques and deep core, but also engrains full-body coordination and striking ability. It can work in an ab workout, in martial arts training, or in general strength and muscle training.",strength,forearms,bands,intermediate,7.9,band roundhouse elbow
Palms-down wrist curl over bench,"The palms-down wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",strength,forearms,barbell,intermediate,9.5,Palms-down wrist tekukan over bangku
Palms-up wrist curl over bench,"The palms-up wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",strength,forearms,barbell,intermediate,9.4,Palms-up wrist tekukan over bangku
Standing behind-the-back wrist curl,"The standing behind-the-back wrist curl is a popular exercise to target the muscles in the forearms, wrists, and fingers. It is generally performed for moderate to high reps, such as 8-15 reps per set, and can work as isolated forearm training or as part of an arms-focused workout.",strength,forearms,barbell,beginner,9.3,berdiri behind-the-punggung wrist tekukan
Seated finger curl,"The seated finger curl is an exercise targeting the muscles of the hands and forearms. It is popular with rock climbers and other athletes looking to build forearm size and strength. The range of motion is tiny, but done for moderate to high reps, these will definitely make the forearms burn.",strength,forearms,barbell,beginner,9.3,duduk finger tekukan
Seated palms-up wrist curl,"The seated palms-up wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",strength,forearms,barbell,intermediate,8.7,duduk palms-up wrist tekukan
Bottoms-Up Clean From The Hang Position,,strength,forearms,kettlebells,beginner,8.3,Bottoms-Up Clean From The Hang Position
Seated One-Arm Dumbbell Palms-Up Wrist Curl,,strength,forearms,dumbbell,beginner,9.0,duduk One-lengan dumbbell Palms-Up Wrist tekukan
Palms-Up Dumbbell Wrist Curl Over A Bench,,strength,forearms,dumbbell,beginner,8.6,Palms-Up dumbbell Wrist tekukan Over A bangku
Seated palms-down wrist curl,"The seated palms-down wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",strength,forearms,dumbbell,beginner,8.4,duduk palms-down wrist tekukan
Palms-Down Dumbbell Wrist Curl Over A Bench,,strength,forearms,dumbbell,beginner,8.4,Palms-Down dumbbell Wrist tekukan Over A bangku
Seated One-Arm Dumbbell Palms-Down Wrist Curl,,strength,forearms,dumbbell,beginner,8.3,duduk One-lengan dumbbell Palms-Down Wrist tekukan
Seated Dumbbell Palms-Up Wrist Curl,,strength,forearms,dumbbell,beginner,6.2,duduk dumbbell Palms-Up Wrist tekukan
Partner farmer's walk,"The partner farmer's walk is a protocol for performing farmer's carries with dumbbells or other weights. One partner walks for a predetermined distance or time, then passes the weight to the other partner who walks for the same distance or time.",strength,forearms,dumbbell,beginner,5.3,pasangan farmer's walk
Dumbbell suitcase carry,"The dumbbell suitcase carry is similar to a dumbbell farmer's carry, but only uses one dumbbell rather than two. This simple change provides a significant challenge to the abdominal muscles. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",strength,forearms,dumbbell,intermediate,0.0,dumbbell suitcase carry
Suitcase Dumbbell Carry,"The dumbbell suitcase carry is similar to a dumbbell farmer’s carry, but only uses one dumbbell rather than two. This simple change provides a significant challenge to the abdominal muscles. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",strength,forearms,dumbbell,intermediate,0.0,Suitcase dumbbell Carry
Side plank with dumbbell external rotation,"The side plank with dumbbell external rotation is a movement that combines an isometric side plank hold with a dumbbell rotation to target both the core and the rotator cuff muscles. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a dynamic warm-up or as accessory work at the end of a workout.",strength,forearms,dumbbell,intermediate,7.9,plank samping with dumbbell external rotation
Rickshaw Carry,,strongman,forearms,other,beginner,9.6,Rickshaw Carry
Dumbbell farmer's walk,"The dumbbell farmer's walk is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",strongman,forearms,other,intermediate,9.4,dumbbell farmer's walk
Wrist Roller,,strength,forearms,other,beginner,9.1,Wrist Roller
Standing Olympic Plate Hand Squeeze,,strength,forearms,other,beginner,8.6,berdiri Olympic pelat Hand Squeeze
Plate Pinch,,strength,forearms,other,beginner,8.3,pelat Pinch
Landmine Press and Catch,"The single-arm linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.",strength,forearms,other,intermediate,7.9,Landmine dorongan and Catch
Plate halo,The plate halo is an exercise targeting the shoulder complex. It's usually performed as part of a dynamic warm-up prior to an upper-body workout.,strength,forearms,other,intermediate,7.9,pelat halo
Bryant Wrist Curl,,strength,forearms,other,intermediate,7.9,Bryant Wrist tekukan
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,,strength,forearms,cable,beginner,9.2,duduk Two-lengan Palms-Up Low-Pulley Wrist tekukan
Cable Wrist Curl,,strength,forearms,cable,beginner,7.8,kabel Wrist tekukan
Single-arm cable push-down,"The single-arm cable push-down is a single-joint isolation movement that develops the triceps muscle one arm at a time. Because the action is purely at the elbow joint, it is difficult to use any substantial weight. Reps are usually high, such as 8-12 reps per set or more, with a focus on strict form and feeling the mind-muscle connection.",strength,forearms,cable,intermediate,7.9,satu lengan kabel dorongan-down
Wrist Circles,,stretching,forearms,body only,beginner,2.5,Wrist Circles
Kneeling Forearm Stretch,,stretching,forearms,body only,beginner,5.2,Kneeling Forearm Stretch
Hip Extension with Bands,,strength,glutes,bands,beginner,7.2,pinggul ekstensi with Bands
Hip Lift with Band,,powerlifting,glutes,bands,beginner,6.0,pinggul angkat with band
HM Monster Walk,,strength,glutes,bands,intermediate,7.9,HM Monster Walk
UNS Banded Glute Bridge,,strength,glutes,bands,intermediate,7.9,UNS dengan band bokong Bridge
FYR2 Banded Glute Bridge,,strength,glutes,bands,intermediate,7.9,FYR2 dengan band bokong Bridge
Piriformis SMR,"Piriformis self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the piriformis muscles in the upper gluteal region, some people find they can cause this often painful and tight muscle to relax or ""release."" Piriformis SMR is often accompanied by SMR on the iliotibial (IT) band or tensor fascia lata (TFL muscles), or by stretches that target the glutes and hips.",stretching,glutes,foam roll,intermediate,6.6,Piriformis SMR
Barbell glute bridge,"The barbell glute bridge is a popular exercise targeting the muscles of the glutes and hamstrings. It can be done as a strength movement on its own, as an activation drill or warm-up for lower-body training, or as a burnout at the end of a lower-body workout.",powerlifting,glutes,barbell,intermediate,9.4,barbell bokong bridge
Barbell Hip Thrust,"The barbell hip thrust is an exercise that engages the posterior chain, particular the glutes. It involves fully extending your hips while holding a weighted barbell across the midsection.",powerlifting,glutes,barbell,intermediate,9.1,barbell pinggul Thrust
Kneeling Squat,,powerlifting,glutes,barbell,beginner,8.6,Kneeling squat
Kneeling Jump Squat,,olympic weightlifting,glutes,barbell,beginner,7.6,Kneeling Jump squat
UN Rear Foot Elevated Split Squat,,strength,glutes,barbell,intermediate,7.9,UN Rear Foot Elevated Split squat
Kettlebell thruster,"The kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press, while holding the bell in a goblet or bottoms-up grip. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",strength,glutes,kettlebells,intermediate,8.6,kettlebell thruster
Taylor Kettlebell Swing,,strength,glutes,kettlebells,intermediate,7.9,Taylor kettlebell Swing
UN Goblet Squat,,strength,glutes,kettlebells,intermediate,7.9,UN goblet squat
Single-arm triceps kick-back,"The single-arm triceps kick-back is a popular movement to increase size and strength of the triceps. It is usually performed for moderate to high reps, at least 8-12 reps, as part of an upper-body or arm-focused workout.",strength,glutes,dumbbell,intermediate,7.9,satu lengan trisep kick-punggung
Holman Lateral High Knees to Quad Touch Jump,,strength,glutes,dumbbell,intermediate,7.9,Holman Lateral High Knees to Quad Touch Jump
FYR2 Dumbbell Hip Thrust,,strength,glutes,dumbbell,intermediate,7.9,FYR2 dumbbell pinggul Thrust
FYR2 Glute Bridge Dumbbell Floor Press,,strength,glutes,dumbbell,intermediate,7.9,FYR2 bokong Bridge dumbbell Floor dorongan
Suspended Hip Thrust,,strength,glutes,other,beginner,0.0,Suspended pinggul Thrust
Single-leg cable hip extension,"The single-leg cable hip extension is an isolation exercise that targets the glutes, specifically the gluteus maximus. It is a common burnout movement on a lower-body focused day and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,glutes,cable,intermediate,9.0,Single-kaki kabel pinggul ekstensi
Pull Through,,strength,glutes,cable,beginner,7.4,tarikan Through
Cable rope pull-through deadlift,The cable rope pull-through deadlift is an exercise targeting the glutes and hamstrings using a proper hip-hinging motion.,strength,glutes,cable,intermediate,7.9,kabel tali tarikan-through deadlift
UNS Cable Pull-Through,,strength,glutes,cable,intermediate,7.9,UNS kabel tarikan-Through
30 Legs Glute-Ham Raise,,strength,glutes,machine,intermediate,7.9,30 kaki bokong-Ham angkat
Glute bridge,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",strength,glutes,body only,intermediate,8.8,bokong bridge
Single-leg glute bridge,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time.",strength,glutes,body only,intermediate,8.8,Single-kaki bokong bridge
Step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit.",strength,glutes,body only,intermediate,8.7,Step-up with knee angkat
Glute Kickback,,strength,glutes,body only,beginner,8.3,bokong tendangan belakang
Standing hip extension,The standing hip extension is a movement that activates the glutes and hamstrings. It is often performed either for time or reps as part of a dynamic warm-up.,strength,glutes,body only,beginner,6.5,berdiri pinggul ekstensi
Lying glute stretch,"The lying glute stretch is a stretch to help increase flexibility in the glutes and hips. It involves rotating a single leg over the body while lying flat on the back, and reaching around the leg to facilitate a stretch. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work anytime.",stretching,glutes,body only,intermediate,4.8,berbaring bokong stretch
Knee Across The Body,,stretching,glutes,body only,intermediate,3.5,Knee Across The Body
Seated Glute,,stretching,glutes,body only,beginner,3.1,duduk bokong
Lying Glute,,stretching,glutes,body only,beginner,3.0,berbaring bokong
One Knee To Chest,,stretching,glutes,body only,intermediate,2.7,One Knee To dada
Seated Glute Stretch,,stretching,glutes,body only,beginner,0.0,duduk bokong Stretch
Neck Bridge Supine,,strength,glutes,body only,beginner,0.0,Neck Bridge Supine
Walking High Knee,,strength,glutes,body only,intermediate,7.9,Walking High Knee
Walking Butt Kicks,,strength,glutes,body only,intermediate,7.9,Walking Butt Kicks
Walking Glute Stretch,,strength,glutes,body only,intermediate,7.9,Walking bokong Stretch
Lunge kick,"The lunge kick is a lower-body, cardio-based exercise performed at a high intensity. It includes a kick of the front leg to make the movement more powerful. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",strength,glutes,body only,intermediate,7.9,lunge kick
Curtsy lunge,"The curtsy lunge is a lower-body bodyweight movement that targets the muscles of the hips and glutes. It is usually performed for moderate to high reps, at least 8-12 reps per leg.",strength,glutes,body only,intermediate,7.9,Curtsy lunge
Alternating standing glute stretch,"The alternating standing glute stretch focuses on improving lower-body mobility and flexibility, particularly in the hips and glutes. It involves performing a partial squat in a ""figure 4"" position. It can be performed as part of a lower-body warm-up or done post-workout to help combat tightness and soreness.",stretching,glutes,body only,intermediate,7.9,bergantian berdiri bokong stretch
Side-lying leg lift,"The side-lying leg lift is a bodyweight exercise targeting the muscles of the hips and glutes. It can be a worthy addition to a dynamic warm-up on a lower-body or strength-focused training day, a component of a lower-body circuit or workout, or a glute activation drill to do anytime. Generally, leg lifts are done for high reps, such as 8-15 reps per leg or more.",strength,glutes,body only,intermediate,7.9,samping-berbaring kaki angkat
FYR Progressive High Knee,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",strength,glutes,body only,intermediate,7.9,FYR Progressive High Knee
Glute-Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,strength,glutes,body only,intermediate,7.9,bokong-Ham angkat - Gethin Variation
